year,month,state,stateName,MAI_composite,engagement,participation,infrastructure
2022,oct,29,Missouri,108.34,118.19,100.23,102.22
2022,oct,30,Montana,109.84,116.53,101.82,104.42
2022,oct,31,Nebraska,109.96,121.26,99.36,104.11
2022,oct,32,Nevada,109.71,114.13,104.21,103.08
2022,oct,33,New Hampshire,107.82,115.85,96.74,107.17
2022,oct,34,New Jersey,107.74,114.52,97.99,106.49
2022,oct,35,New Mexico,104.51,116.01,99.13,97.81
2022,oct,36,New York,108.52,114.11,101.96,103.51
2022,oct,37,North Carolina,108.01,115.68,101.09,102.42
2022,oct,38,North Dakota,108.46,118.82,98.70999999999999,103.81
2022,oct,39,Ohio,107.17,117.11,99.59999999999999,101.53
2022,oct,40,Oklahoma,106.79,116.14,100.09,100.93
2022,oct,41,Oregon,111.35,115.68,102.8,106.78
2022,oct,42,Pennsylvania,107.81,117.88,100.36,101.27
2022,oct,44,Rhode Island,104.75,114.18,96.5,102.8
2022,oct,45,South Carolina,107.07,116.02,100.56,101.01
2022,oct,46,South Dakota,109.71,119.16,101.09,103.1
2022,oct,47,Tennessee,106.3,115.78,100.39,99.90000000000001
2022,oct,48,Texas,108.36,114.94,101.59,103.04
2022,oct,49,Utah,112.77,114.42,103.7,109.37
2022,oct,50,Vermont,109.08,118.55,98.44,105.52
2022,oct,51,Virginia,110.59,116.11,101.11,107.03
2022,oct,53,Washington,111.34,115.46,101.96,107.94
2022,oct,54,West Virginia,102.45,117.99,97,94.93000000000001
2022,oct,55,Wisconsin,108.35,119.04,99.58,102.38
2022,oct,56,Wyoming,109.86,118.4,100.65,104.49
2022,nov,1,Alabama,100.03,104.95,98.74,97.90000000000001
2022,nov,2,Alaska,106.63,103.42,101.3,108.63
2022,nov,4,Arizona,105.44,103.14,103.15,104.33
2022,nov,5,Arkansas,99.61,105.49,98.2,97.34
2022,nov,6,California,106.04,103.47,103.16,105.22
2022,nov,8,Colorado,109.17,105.06,103.43,109.74
2022,nov,9,Connecticut,103.2,103.38,97.95999999999999,106.09
2022,nov,10,Delaware,104.95,98.73,104.28,105.31
2022,nov,11,District of Columbia,112.79,105.9,105.11,114.04
2022,nov,12,Florida,105.61,102.57,103.69,104.43
2022,nov,13,Georgia,104.26,103.72,101.59,103.5
2022,nov,15,Hawaii,104.06,100.71,102.03,104.83
2022,nov,16,Idaho,105.23,104.71,101.76,104.44
2022,nov,17,Illinois,106.21,107.31,101.95,104.14
2022,nov,18,Indiana,102.46,106.71,99.31999999999999,100.56
2022,nov,19,Iowa,103.89,110.01,98.48,101.84
2022,nov,20,Kansas,104.84,107.45,99.27,104.63
2022,nov,21,Kentucky,100.63,105.71,98.52,98.75
2022,nov,22,Louisiana,99.70999999999999,104.78,99.09,96.98
2022,nov,23,Maine,102.16,106.5,96.01000000000001,104.11
2022,nov,24,Maryland,107.73,105.14,102.43,108.11
2022,nov,25,Massachusetts,102.84,103.35,96.17,107.56
2022,nov,26,Michigan,104.28,106.73,100.38,102.75
2022,nov,27,Minnesota,106.39,106.74,100.83,106.26
2022,nov,28,Mississippi,97.79000000000001,104.36,97.77,95.2
2022,nov,29,Missouri,103.69,106.43,100.07,102.22
2022,nov,30,Montana,105.23,104.96,101.62,104.42
2022,nov,31,Nebraska,105.57,108.9,99.99,104.11
2022,nov,32,Nevada,105.13,101.77,104.54,103.08
2022,nov,33,New Hampshire,103.37,103.81,97.06,107.17
2022,nov,34,New Jersey,103.67,103.74,98.16,106.49
2022,nov,35,New Mexico,100.23,104.55,99.37000000000001,97.81
2022,nov,36,New York,104.4,103.44,101.98,103.51
2022,nov,37,North Carolina,103.58,104.22,101.1,102.42
2022,nov,38,North Dakota,104.56,108.26,99.01000000000001,103.81
2022,nov,39,Ohio,102.78,105.91,99.52,101.53
2022,nov,40,Oklahoma,102.47,104.83,100.19,100.93
2022,nov,41,Oregon,106.72,104.38,102.39,106.78
2022,nov,42,Pennsylvania,103.45,106.73,100.29,101.27
2022,nov,44,Rhode Island,100.85,103.47,96.88,102.8
2022,nov,45,South Carolina,102.33,104.01,100.4,101.01
2022,nov,46,South Dakota,104.9,107.84,100.41,103.1
2022,nov,47,Tennessee,101.85,104.23,100.43,99.90000000000001
2022,nov,48,Texas,103.8,103,101.68,103.04
2022,nov,49,Utah,108.49,103.57,103.56,109.37
2022,nov,50,Vermont,104.43,107.28,97.98,105.52
2022,nov,51,Virginia,106.28,104.86,101.19,107.03
2022,nov,53,Washington,107.21,104.83,101.93,107.94
2022,nov,54,West Virginia,97.95999999999999,105.91,97.31,94.93000000000001
2022,nov,55,Wisconsin,103.78,107.47,99.45,102.38
2022,nov,56,Wyoming,105.34,106.91,100.54,104.49
2022,dec,1,Alabama,99.63,103.34,99.08,97.90000000000001
2022,dec,2,Alaska,105.95,101.69,101.28,108.63
2022,dec,4,Arizona,105,101.71,103.33,104.33
2022,dec,5,Arkansas,99.12000000000001,103.88,98.41,97.34
2022,dec,6,California,105.51,102.02,103.21,105.22
2022,dec,8,Colorado,108.68,103.64,103.52,109.74
2022,dec,9,Connecticut,102.68,102.01,97.98,106.09
2022,dec,10,Delaware,104.18,97.67,103.71,105.31
2022,dec,11,District of Columbia,112.15,104.75,104.81,114.04
2022,dec,12,Florida,105.09,101.22,103.7,104.43
2022,dec,13,Georgia,103.81,102.36,101.73,103.5
2022,dec,15,Hawaii,103.64,99.56,102.06,104.83
2022,dec,16,Idaho,104.7,103.09,101.92,104.44
2022,dec,17,Illinois,105.72,105.94,102.02,104.14
2022,dec,18,Indiana,101.91,105,99.49,100.56
2022,dec,19,Iowa,103.33,108.13,98.76000000000001,101.84
2022,dec,20,Kansas,104.46,105.61,99.8,104.63
2022,dec,21,Kentucky,100.29,104.27,98.86,98.75
2022,dec,22,Louisiana,99.26000000000001,103.25,99.33,96.98
2022,dec,23,Maine,101.45,104.88,95.88,104.11
2022,dec,24,Maryland,107.28,103.87,102.49,108.11
2022,dec,25,Massachusetts,102.74,102.66,96.44,107.56
2022,dec,26,Michigan,103.8,105.22,100.56,102.75
2022,dec,27,Minnesota,105.88,105.1,101.04,106.26
2022,dec,28,Mississippi,97.41,103.29,97.81999999999999,95.2
2022,dec,29,Missouri,103.37,105.08,100.4,102.22
2022,dec,30,Montana,105.08,103.61,102.21,104.42
2022,dec,31,Nebraska,104.97,107.12,100.13,104.11
2022,dec,32,Nevada,104.48,100.67,104.18,103.08
2022,dec,33,New Hampshire,102.89,102.87,96.89,107.17
2022,dec,34,New Jersey,103.19,102.52,98.15000000000001,106.49
2022,dec,35,New Mexico,99.53,103.1,99.16,97.81
2022,dec,36,New York,104,102.18,102.12,103.51
2022,dec,37,North Carolina,103.15,102.92,101.22,102.42
2022,dec,38,North Dakota,103.54,106.03,98.75,103.81
2022,dec,39,Ohio,102.31,104.36,99.70999999999999,101.53
2022,dec,40,Oklahoma,102.01,103.5,100.27,100.93
2022,dec,41,Oregon,106.24,103.07,102.43,106.78
2022,dec,42,Pennsylvania,102.9,105.14,100.4,101.27
2022,dec,44,Rhode Island,99.26000000000001,102.62,94.86,102.8
2022,dec,45,South Carolina,101.94,102.63,100.63,101.01
2022,dec,46,South Dakota,104.48,106.51,100.55,103.1
2022,dec,47,Tennessee,101.5,102.86,100.71,99.90000000000001
2022,dec,48,Texas,103.37,101.65,101.84,103.04
2022,dec,49,Utah,108.04,102.26,103.66,109.37
2022,dec,50,Vermont,104.09,105.67,98.43000000000001,105.52
2022,dec,51,Virginia,105.84,103.46,101.35,107.03
2022,dec,53,Washington,106.76,103.52,102.01,107.94
2022,dec,54,West Virginia,97.59,104.51,97.58,94.93000000000001
2022,dec,55,Wisconsin,103.17,105.65,99.58,102.38
2022,dec,56,Wyoming,104.98,105.36,100.91,104.49
2023,jan,1,Alabama,99.34999999999999,102.55,99.14,97.90000000000001
2023,jan,2,Alaska,105.7,101.17,101.21,108.63
2023,jan,4,Arizona,104.89,101.12,103.52,104.33
2023,jan,5,Arkansas,98.99,103.2,98.63,97.34
2023,jan,6,California,105.33,101.86,103.02,105.22
2023,jan,8,Colorado,108.58,103.25,103.59,109.74
2023,jan,9,Connecticut,102.54,101.83,97.86,106.09
2023,jan,10,Delaware,104.65,97.72,104.42,105.31
2023,jan,11,District of Columbia,111.78,104.3,104.49,114.04
2023,jan,12,Florida,105.29,100.75,104.31,104.43
2023,jan,13,Georgia,103.72,101.61,102.03,103.5
2023,jan,15,Hawaii,103.56,99.29000000000001,102.11,104.83
2023,jan,16,Idaho,104.72,102.24,102.47,104.44
2023,jan,17,Illinois,105.59,105.73,101.94,104.14
2023,jan,18,Indiana,101.48,104.56,99.06999999999999,100.56
2023,jan,19,Iowa,102.91,107.37,98.56,101.84
2023,jan,20,Kansas,104.22,104.99,99.81,104.63
2023,jan,21,Kentucky,100.12,103.52,99.04000000000001,98.75
2023,jan,22,Louisiana,99.13,102.36,99.66,96.98
2023,jan,23,Maine,101.63,104.3,96.52,104.11
2023,jan,24,Maryland,106.93,103,102.48,108.11
2023,jan,25,Massachusetts,102.05,102.2,95.63,107.56
2023,jan,26,Michigan,103.35,104.66,100.18,102.75
2023,jan,27,Minnesota,106.11,104.77,101.6,106.26
2023,jan,28,Mississippi,97.05,102.25,97.88,95.2
2023,jan,29,Missouri,103.3,104.43,100.69,102.22
2023,jan,30,Montana,105.08,102.91,102.64,104.42
2023,jan,31,Nebraska,104.69,106.58,100.01,104.11
2023,jan,32,Nevada,104.62,100.42,104.55,103.08
2023,jan,33,New Hampshire,102.12,101.09,96.76000000000001,107.17
2023,jan,34,New Jersey,102.96,102.08,98.05,106.49
2023,jan,35,New Mexico,99.48,102.41,99.5,97.81
2023,jan,36,New York,103.74,101.76,101.97,103.51
2023,jan,37,North Carolina,103.17,102.32,101.63,102.42
2023,jan,38,North Dakota,103.55,105.7,98.98,103.81
2023,jan,39,Ohio,102.12,103.91,99.7,101.53
2023,jan,40,Oklahoma,101.87,102.86,100.44,100.93
2023,jan,41,Oregon,106.1,102.63,102.48,106.78
2023,jan,42,Pennsylvania,102.84,104.66,100.6,101.27
2023,jan,44,Rhode Island,100.27,101.98,96.88,102.8
2023,jan,45,South Carolina,101.99,101.94,101.14,101.01
2023,jan,46,South Dakota,104.68,106.08,101.15,103.1
2023,jan,47,Tennessee,101.58,102.32,101.18,99.90000000000001
2023,jan,48,Texas,103.18,100.91,101.99,103.04
2023,jan,49,Utah,107.96,102.05,103.66,109.37
2023,jan,50,Vermont,103.96,104.92,98.70999999999999,105.52
2023,jan,51,Virginia,105.74,102.85,101.56,107.03
2023,jan,53,Washington,106.29,103.8,101.1,107.94
2023,jan,54,West Virginia,97.41,103.51,97.91,94.93000000000001
2023,jan,55,Wisconsin,102.98,104.89,99.76000000000001,102.38
2023,jan,56,Wyoming,104.89,104.51,101.3,104.49
2023,feb,1,Alabama,100.21,104.89,99.06,97.90000000000001
2023,feb,2,Alaska,106.71,103.85,101.16,108.63
2023,feb,4,Arizona,105.84,103.7,103.43,104.33
2023,feb,5,Arkansas,99.91,105.49,98.68000000000001,97.34
2023,feb,6,California,106.56,104.51,103.36,105.22
2023,feb,8,Colorado,109.56,105.69,103.66,109.74
2023,feb,9,Connecticut,103.8,104.61,98.15000000000001,106.09
2023,feb,10,Delaware,105.68,99.74,104.82,105.31
2023,feb,11,District of Columbia,112.67,105.98,104.88,114.04
2023,feb,12,Florida,106.17,103.47,104.04,104.43
2023,feb,13,Georgia,104.52,104.04,101.82,103.5
2023,feb,15,Hawaii,104.69,102.17,102.13,104.83
2023,feb,16,Idaho,105.41,104.86,101.95,104.44
2023,feb,17,Illinois,106.62,108.04,102.15,104.14
2023,feb,18,Indiana,102.63,106.86,99.48,100.56
2023,feb,19,Iowa,103.95,109.41,98.95999999999999,101.84
2023,feb,20,Kansas,104.93,106.92,99.75,104.63
2023,feb,21,Kentucky,101.03,105.91,99.03,98.75
2023,feb,22,Louisiana,99.69,104.69,99.12000000000001,96.98
2023,feb,23,Maine,102.53,106.67,96.49,104.11
2023,feb,24,Maryland,108.04,105.45,102.72,108.11
2023,feb,25,Massachusetts,103.14,103.96,96.28,107.56
2023,feb,26,Michigan,104.08,106.62,100.14,102.75
2023,feb,27,Minnesota,106.58,107.37,100.75,106.26
2023,feb,28,Mississippi,98.09999999999999,104.68,98.06,95.2
2023,feb,29,Missouri,103.97,106.65,100.38,102.22
2023,feb,30,Montana,105.78,105.18,102.35,104.42
2023,feb,31,Nebraska,106.09,109.69,100.32,104.11
2023,feb,32,Nevada,105.6,103.09,104.46,103.08
2023,feb,33,New Hampshire,103.61,105.28,96.53,107.17
2023,feb,34,New Jersey,103.97,104.51,98.16,106.49
2023,feb,35,New Mexico,100.34,104.94,99.31,97.81
2023,feb,36,New York,104.84,104.31,102.14,103.51
2023,feb,37,North Carolina,103.89,104.75,101.27,102.42
2023,feb,38,North Dakota,104.6,107.89,99.31,103.81
2023,feb,39,Ohio,103.21,106.43,99.88,101.53
2023,feb,40,Oklahoma,102.65,105.19,100.25,100.93
2023,feb,41,Oregon,107.18,105.39,102.5,106.78
2023,feb,42,Pennsylvania,103.64,106.98,100.44,101.27
2023,feb,44,Rhode Island,101.33,104.68,96.89,102.8
2023,feb,45,South Carolina,102.63,104.29,100.7,101.01
2023,feb,46,South Dakota,105.3,108.51,100.62,103.1
2023,feb,47,Tennessee,102.37,104.81,100.89,99.90000000000001
2023,feb,48,Texas,104.09,103.4,101.9,103.04
2023,feb,49,Utah,109.14,104.53,104,109.37
2023,feb,50,Vermont,104.61,107.47,98.16,105.52
2023,feb,51,Virginia,106.58,105.39,101.34,107.03
2023,feb,53,Washington,108.34,107.06,102.35,107.94
2023,feb,54,West Virginia,98.03,106.52,97.04000000000001,94.93000000000001
2023,feb,55,Wisconsin,104.01,107.5,99.78,102.38
2023,feb,56,Wyoming,105.73,106.83,101.2,104.49
2023,mar,1,Alabama,99.7,103.77,98.94,97.90000000000001
2023,mar,2,Alaska,106.22,103.53,100.59,108.63
2023,mar,4,Arizona,105.25,102.77,103.08,104.33
2023,mar,5,Arkansas,99.15000000000001,104.49,98.08,97.34
2023,mar,6,California,106.04,103.47,103.16,105.22
2023,mar,8,Colorado,109.06,104.75,103.43,109.74
2023,mar,9,Connecticut,103.59,103.74,98.37000000000001,106.09
2023,mar,10,Delaware,104.92,98.04000000000001,104.66,105.31
2023,mar,11,District of Columbia,111.92,104.78,104.42,114.04
2023,mar,12,Florida,105.58,102.4,103.76,104.43
2023,mar,13,Georgia,103.95,103,101.55,103.5
2023,mar,15,Hawaii,104.28,100.96,102.22,104.83
2023,mar,16,Idaho,104.88,103.85,101.73,104.44
2023,mar,17,Illinois,106.01,106.97,101.85,104.14
2023,mar,18,Indiana,102.06,105.84,99.20999999999999,100.56
2023,mar,19,Iowa,103.34,108.27,98.68000000000001,101.84
2023,mar,20,Kansas,104.57,106.09,99.68000000000001,104.63
2023,mar,21,Kentucky,100.49,105.02,98.72,98.75
2023,mar,22,Louisiana,99.28,103.71,99.08,96.98
2023,mar,23,Maine,101.99,105.86,96.13,104.11
2023,mar,24,Maryland,107.33,104.3,102.31,108.11
2023,mar,25,Massachusetts,102.52,103.07,95.83,107.56
2023,mar,26,Michigan,103.66,105.41,100.22,102.75
2023,mar,27,Minnesota,106.35,106.4,100.98,106.26
2023,mar,28,Mississippi,97.45,103.77,97.59,95.2
2023,mar,29,Missouri,103.59,105.7,100.37,102.22
2023,mar,30,Montana,105.3,104.18,102.2,104.42
2023,mar,31,Nebraska,104.98,108.29,99.42,104.11
2023,mar,32,Nevada,105.35,103.15,104.03,103.08
2023,mar,33,New Hampshire,103.31,104.94,96.28,107.17
2023,mar,34,New Jersey,103.57,103.43,98.19,106.49
2023,mar,35,New Mexico,99.65000000000001,103.75,98.94,97.81
2023,mar,36,New York,104.42,103.55,101.94,103.51
2023,mar,37,North Carolina,103.28,103.57,101.03,102.42
2023,mar,38,North Dakota,104.07,106.95,99.04000000000001,103.81
2023,mar,39,Ohio,102.63,105.42,99.58,101.53
2023,mar,40,Oklahoma,101.96,104.11,99.81999999999999,100.93
2023,mar,41,Oregon,106.71,104.44,102.35,106.78
2023,mar,42,Pennsylvania,103.04,105.47,100.42,101.27
2023,mar,44,Rhode Island,100.84,103.79,96.66,102.8
2023,mar,45,South Carolina,102.21,103.24,100.68,101.01
2023,mar,46,South Dakota,104.94,107.51,100.67,103.1
2023,mar,47,Tennessee,101.64,103.81,100.35,99.90000000000001
2023,mar,48,Texas,103.45,102.14,101.67,103.04
2023,mar,49,Utah,108.6,103.61,103.73,109.37
2023,mar,50,Vermont,104.64,106.43,98.84999999999999,105.52
2023,mar,51,Virginia,106.03,104.37,101.08,107.03
2023,mar,53,Washington,107.76,106.06,102.05,107.94
2023,mar,54,West Virginia,97.54000000000001,105.4,96.94,94.93000000000001
2023,mar,55,Wisconsin,103.29,106.52,99.25,102.38
2023,mar,56,Wyoming,104.91,105.62,100.64,104.49
2023,apr,1,Alabama,98.81,102.18,98.5,97.90000000000001
2023,apr,2,Alaska,105.79,101.94,100.88,108.63
2023,apr,4,Arizona,104.64,101.23,103.06,104.33
2023,apr,5,Arkansas,98.52,102.74,98.16,97.34
2023,apr,6,California,104.85,101.76,102.32,105.22
2023,apr,8,Colorado,108.06,103.11,102.86,109.74
2023,apr,9,Connecticut,102.46,102.36,97.41,106.09
2023,apr,10,Delaware,103.51,95.66,103.87,105.31
2023,apr,11,District of Columbia,111.68,103.77,104.66,114.04
2023,apr,12,Florida,105,100.81,103.81,104.43
2023,apr,13,Georgia,103.31,101.6,101.39,103.5
2023,apr,15,Hawaii,103.1,99.63,101.17,104.83
2023,apr,16,Idaho,103.8,102.26,100.98,104.44
2023,apr,17,Illinois,104.42,104.61,100.77,104.14
2023,apr,18,Indiana,100.76,104.33,98.06,100.56
2023,apr,19,Iowa,102.5,106.72,98.3,101.84
2023,apr,20,Kansas,103.66,104.65,99.13,104.63
2023,apr,21,Kentucky,99.22,103.53,97.61,98.75
2023,apr,22,Louisiana,98.59,102.14,98.94,96.98
2023,apr,23,Maine,100.69,104.36,94.99,104.11
2023,apr,24,Maryland,106.31,102.54,101.76,108.11
2023,apr,25,Massachusetts,101.61,101.91,95.09999999999999,107.56
2023,apr,26,Michigan,102.82,103.87,99.81,102.75
2023,apr,27,Minnesota,105.35,104.97,100.26,106.26
2023,apr,28,Mississippi,96.24,102.32,96.55,95.2
2023,apr,29,Missouri,102.7,104.16,99.90000000000001,102.22
2023,apr,30,Montana,104.32,102.47,101.69,104.42
2023,apr,31,Nebraska,104.17,106.58,99.18000000000001,104.11
2023,apr,32,Nevada,104.47,101.35,103.74,103.08
2023,apr,33,New Hampshire,102.91,103.71,96.40000000000001,107.17
2023,apr,34,New Jersey,102.68,101.87,97.72,106.49
2023,apr,35,New Mexico,99.08,101.96,99.13,97.81
2023,apr,36,New York,103.43,102.14,101.24,103.51
2023,apr,37,North Carolina,102.47,101.92,100.75,102.42
2023,apr,38,North Dakota,103.34,104.76,99.20999999999999,103.81
2023,apr,39,Ohio,101.7,103.91,99.03,101.53
2023,apr,40,Oklahoma,100.72,102.21,99.02,100.93
2023,apr,41,Oregon,106,102.92,102.15,106.78
2023,apr,42,Pennsylvania,101.92,103.88,99.61,101.27
2023,apr,44,Rhode Island,99.87000000000001,102.15,96.13,102.8
2023,apr,45,South Carolina,101.25,101.5,100.22,101.01
2023,apr,46,South Dakota,104.11,106.15,100.18,103.1
2023,apr,47,Tennessee,101.19,102.2,100.62,99.90000000000001
2023,apr,48,Texas,102.84,100.78,101.54,103.04
2023,apr,49,Utah,107.89,102.21,103.46,109.37
2023,apr,50,Vermont,103.83,105.14,98.36,105.52
2023,apr,51,Virginia,105.33,102.8,100.93,107.03
2023,apr,53,Washington,107.12,104.5,101.98,107.94
2023,apr,54,West Virginia,96.47,103.69,96.3,94.93000000000001
2023,apr,55,Wisconsin,102.61,105.1,99.04000000000001,102.38
2023,apr,56,Wyoming,104.93,104.1,101.62,104.49
2023,may,1,Alabama,98.31999999999999,101.12,98.37000000000001,97.90000000000001
2023,may,2,Alaska,105.59,101.14,101.06,108.63
2023,may,4,Arizona,104.3,100.22,103.13,104.33
2023,may,5,Arkansas,97.84999999999999,101.54,97.81999999999999,97.34
2023,may,6,California,104.64,100.9,102.51,105.22
2023,may,8,Colorado,107.88,102.31,103.06,109.74
2023,may,9,Connecticut,102.06,101.23,97.47,106.09
2023,may,10,Delaware,103.5,95.68000000000001,103.85,105.31
2023,may,11,District of Columbia,110.96,102.35,104.39,114.04
2023,may,12,Florida,104.6,100,103.67,104.43
2023,may,13,Georgia,102.87,100.77,101.2,103.5
2023,may,15,Hawaii,103.16,98.8,101.78,104.83
2023,may,16,Idaho,103.72,101.36,101.41,104.44
2023,may,17,Illinois,104.45,103.72,101.37,104.14
2023,may,18,Indiana,100.88,103.39,98.84999999999999,100.56
2023,may,19,Iowa,102.27,105.71,98.56,101.84
2023,may,20,Kansas,103.54,103.9,99.39,104.63
2023,may,21,Kentucky,99.27,102.62,98.25,98.75
2023,may,22,Louisiana,97.97,100.81,98.77,96.98
2023,may,23,Maine,100.73,103.44,95.61,104.11
2023,may,24,Maryland,106.06,101.67,101.91,108.11
2023,may,25,Massachusetts,101.74,101.3,95.68000000000001,107.56
2023,may,26,Michigan,102.52,102.99,99.89,102.75
2023,may,27,Minnesota,105.15,103.99,100.55,106.26
2023,may,28,Mississippi,96.17,101.54,96.91,95.2
2023,may,29,Missouri,102.41,103.36,99.93000000000001,102.22
2023,may,30,Montana,104.53,103.19,101.59,104.42
2023,may,31,Nebraska,104.05,105.61,99.59,104.11
2023,may,32,Nevada,104.55,100.49,104.4,103.08
2023,may,33,New Hampshire,101.73,101.07,96.14,107.17
2023,may,34,New Jersey,102.38,101.04,97.77,106.49
2023,may,35,New Mexico,98.47,101,98.75,97.81
2023,may,36,New York,103.51,101.61,101.68,103.51
2023,may,37,North Carolina,102.27,101.15,100.91,102.42
2023,may,38,North Dakota,102.34,103.65,98.31,103.81
2023,may,39,Ohio,101.43,103.08,99.09999999999999,101.53
2023,may,40,Oklahoma,101,101.51,99.90000000000001,100.93
2023,may,41,Oregon,105.57,102.07,101.98,106.78
2023,may,42,Pennsylvania,101.95,103.09,100.15,101.27
2023,may,44,Rhode Island,99.93000000000001,101.39,96.7,102.8
2023,may,45,South Carolina,100.97,100.7,100.27,101.01
2023,may,46,South Dakota,103.98,105.43,100.43,103.1
2023,may,47,Tennessee,100.59,101.39,100.17,99.90000000000001
2023,may,48,Texas,102.46,99.8,101.53,103.04
2023,may,49,Utah,107.41,101.48,103.14,109.37
2023,may,50,Vermont,103.37,104.54,98,105.52
2023,may,51,Virginia,105.06,102.15,100.91,107.03
2023,may,53,Washington,106.42,103,101.81,107.94
2023,may,54,West Virginia,96.7,103.51,96.77,94.93000000000001
2023,may,55,Wisconsin,102.22,103.96,99.11,102.38
2023,may,56,Wyoming,104.21,103,101.15,104.49
2023,jun,1,Alabama,98.02,99.77,98.72,97.90000000000001
2023,jun,2,Alaska,105.28,100.07,101.22,108.63
2023,jun,4,Arizona,103.9,99.16,103.15,104.33
2023,jun,5,Arkansas,97.24,100.31,97.59999999999999,97.34
2023,jun,6,California,103.69,99.61,101.8,105.22
2023,jun,8,Colorado,107.51,101.32,103.08,109.74
2023,jun,9,Connecticut,101.89,100.3,97.77,106.09
2023,jun,10,Delaware,102.82,94.99,103.18,105.31
2023,jun,11,District of Columbia,110.58,101.18,104.51,114.04
2023,jun,12,Florida,104.2,98.95,103.68,104.43
2023,jun,13,Georgia,102.43,99.55,101.26,103.5
2023,jun,15,Hawaii,102.66,97.7,101.65,104.83
2023,jun,16,Idaho,103.3,100.18,101.46,104.44
2023,jun,17,Illinois,103.85,102.54,101.14,104.14
2023,jun,18,Indiana,100.35,102.01,98.84,100.56
2023,jun,19,Iowa,101.85,104.56,98.59999999999999,101.84
2023,jun,20,Kansas,102.57,101.21,99.51000000000001,104.63
2023,jun,21,Kentucky,98.79000000000001,101.5,98.18000000000001,98.75
2023,jun,22,Louisiana,97.47,99.58,98.74,96.98
2023,jun,23,Maine,100.01,101.16,95.88,104.11
2023,jun,24,Maryland,105.81,100.59,102.18,108.11
2023,jun,25,Massachusetts,101.63,100.59,95.95,107.56
2023,jun,26,Michigan,102.13,102.11,99.8,102.75
2023,jun,27,Minnesota,104.8,103.02,100.59,106.26
2023,jun,28,Mississippi,95.66,100.18,96.95,95.2
2023,jun,29,Missouri,102.06,102.13,100.13,102.22
2023,jun,30,Montana,103.77,100.49,102.04,104.42
2023,jun,31,Nebraska,103.55,104.07,99.75,104.11
2023,jun,32,Nevada,104.08,99.70999999999999,104.13,103.08
2023,jun,33,New Hampshire,102.44,101.98,96.72,107.17
2023,jun,34,New Jersey,102.12,100.04,97.97,106.49
2023,jun,35,New Mexico,98.11,99.98,98.81,97.81
2023,jun,36,New York,102.96,100.24,101.66,103.51
2023,jun,37,North Carolina,101.8,100.21,100.73,102.42
2023,jun,38,North Dakota,102.45,102.72,99.06,103.81
2023,jun,39,Ohio,101.16,101.93,99.39,101.53
2023,jun,40,Oklahoma,100.63,100.45,99.95,100.93
2023,jun,41,Oregon,105.14,100.92,102,106.78
2023,jun,42,Pennsylvania,101.59,102.13,100.17,101.27
2023,jun,44,Rhode Island,99.89,100.18,97.38,102.8
2023,jun,45,South Carolina,100.58,99.51000000000001,100.39,101.01
2023,jun,46,South Dakota,103.69,104.95,100.25,103.1
2023,jun,47,Tennessee,100.15,100.14,100.23,99.90000000000001
2023,jun,48,Texas,102.01,98.73,101.47,103.04
2023,jun,49,Utah,107.14,100.22,103.49,109.37
2023,jun,50,Vermont,103.25,103.95,98.16,105.52
2023,jun,51,Virginia,104.62,100.77,101.05,107.03
2023,jun,53,Washington,106.09,102.14,101.8,107.94
2023,jun,54,West Virginia,96.45999999999999,102.57,96.95999999999999,94.93000000000001
2023,jun,55,Wisconsin,101.74,103.11,98.87000000000001,102.38
2023,jun,56,Wyoming,103.92,101.48,101.62,104.49
2023,jul,1,Alabama,98,99.56999999999999,98.83,97.90000000000001
2023,jul,2,Alaska,105.24,100.09,101.15,108.63
2023,jul,4,Arizona,103.73,98.88,103.05,104.33
2023,jul,5,Arkansas,97.52,100.08,98.2,97.34
2023,jul,6,California,104.38,99.58,102.92,105.22
2023,jul,8,Colorado,107.61,101.12,103.37,109.74
2023,jul,9,Connecticut,101.67,100.12,97.53,106.09
2023,jul,10,Delaware,103.15,94.92,103.76,105.31
2023,jul,11,District of Columbia,110.3,101.06,104.13,114.04
2023,jul,12,Florida,104.58,99.05,104.22,104.43
2023,jul,13,Georgia,102.46,99.31,101.44,103.5
2023,jul,15,Hawaii,103,97.5,102.32,104.83
2023,jul,16,Idaho,103.95,99.98,102.63,104.44
2023,jul,17,Illinois,103.67,102.35,100.97,104.14
2023,jul,18,Indiana,100.51,101.68,99.31999999999999,100.56
2023,jul,19,Iowa,101.45,104.21,98.17,101.84
2023,jul,20,Kansas,102.88,101.44,99.86,104.63
2023,jul,21,Kentucky,98.92,101.13,98.61,98.75
2023,jul,22,Louisiana,97.49,99.45999999999999,98.83,96.98
2023,jul,23,Maine,100.78,101.16,97.12000000000001,104.11
2023,jul,24,Maryland,105.93,100.58,102.37,108.11
2023,jul,25,Massachusetts,101.49,100.33,95.89,107.56
2023,jul,26,Michigan,102.21,101.78,100.14,102.75
2023,jul,27,Minnesota,104.77,102.88,100.63,106.26
2023,jul,28,Mississippi,95.84999999999999,99.84999999999999,97.45999999999999,95.2
2023,jul,29,Missouri,101.98,101.93,100.13,102.22
2023,jul,30,Montana,104.06,100.45,102.53,104.42
2023,jul,31,Nebraska,103.58,103.92,99.88,104.11
2023,jul,32,Nevada,104.53,99.99,104.68,103.08
